Restaurant_id,City,Cuisine Style,Ranking,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA
id_8984,Prague,"['Cafe', 'European', 'Czech', 'Central European', 'Bar', 'Eastern European', 'Vegetarian Friendly', 'Vegan Options']",678.0,$$ - $$$,98.0,"[['What an amazing Veal Rib-eye!!', 'Very nice'], ['11/13/2017', '11/12/2017']]",/Restaurant_Review-g274707-d10758214-Reviews-Cafe_NG_Kinsky-Prague_Bohemia.html,d10758214
id_8985,Madrid,"['Mediterranean', 'European', 'Spanish', 'Delicatessen', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",169.0,$$ - $$$,358.0,"[['Good food and great atmosphere', 'Excellent restaurant despite being in a ho...'], ['01/06/2018', '11/10/2017']]",/Restaurant_Review-g187514-d991850-Reviews-East_47-Madrid.html,d991850
id_8986,Madrid,,3720.0,,23.0,"[['Corner cafe bar tasty and not costly', 'Twelve euros for one of the best dinners s...'], ['10/02/2016', '07/13/2016']]",/Restaurant_Review-g187514-d4593620-Reviews-Sidreria_A_Lareira-Madrid.html,d4593620
id_8987,Zurich,"['Italian', 'Mediterranean', 'European']",731.0,$$ - $$$,34.0,"[['Pizza al forno di pietra! The authentic!', 'Delicious and a great value for Zürich!'], ['04/10/2017', '10/27/2017']]",/Restaurant_Review-g188113-d3521801-Reviews-Restaurant_Corallo-Zurich.html,d3521801
id_8988,Madrid,['Mediterranean'],7062.0,$$ - $$$,30.0,"[['Small portions and extremely noisy', 'Good for chef Alejandro'], ['09/03/2016', '11/10/2015']]",/Restaurant_Review-g187514-d8778172-Reviews-La_inopia-Madrid.html,d8778172
id_8989,Milan,,2976.0,,13.0,"[['Local. Caffe. *Great* croissants early-AM', 'Nothing special'], ['02/19/2017', '08/10/2016']]",/Restaurant_Review-g187849-d8339876-Reviews-Ace_of_Spades-Milan_Lombardy.html,d8339876
id_8990,Berlin,['Vietnamese'],1924.0,$,18.0,"[['Greate noodels, nice staff', 'Tasty'], ['08/01/2017', '05/11/2017']]",/Restaurant_Review-g187323-d8616738-Reviews-Bat_Viet-Berlin.html,d8616738
id_8991,London,"['Chinese', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",543.0,$$ - $$$,673.0,"[['Meeting', 'Well done'], ['01/08/2018', '01/03/2018']]",/Restaurant_Review-g186338-d7973895-Reviews-The_Duck_Rice-London_England.html,d7973895
id_8992,Budapest,"['Bar', 'Contemporary', 'European', 'Central European', 'Hungarian']",891.0,$$ - $$$,8.0,"[['Nice cocktail bar', 'Quality food and service at a reasonable p...'], ['12/09/2017', '06/12/2017']]",/Restaurant_Review-g274887-d8619216-Reviews-Satchmo_s_Bar_Library_Lounge-Budapest_Central_Hungary.html,d8619216
id_8993,London,"['Lebanese', 'Mediterranean', 'Vegetarian Friendly']",12093.0,$,8.0,"[['Nice Lebanese Food', 'Yummy lunch'], ['10/17/2015', '08/12/2015']]",/Restaurant_Review-g186338-d7078326-Reviews-New_Crackers-London_England.html,d7078326
id_8994,Oslo,,843.0,,8.0,"[['simple', 'A sweet spot close to Galgeberg'], ['04/26/2017', '11/09/2016']]",/Restaurant_Review-g190479-d7362073-Reviews-Det_Groenne_Kjoekken-Oslo_Eastern_Norway.html,d7362073
id_8995,Berlin,['Steakhouse'],4369.0,,16.0,"[[], []]",/Restaurant_Review-g187323-d4578111-Reviews-Posadas_Steakhouse-Berlin.html,d4578111
id_8996,Madrid,,1960.0,,22.0,"[['Lovely hotel', 'Well placed for the tourist'], ['05/01/2017', '04/05/2017']]",/Restaurant_Review-g187514-d8462252-Reviews-Hotel_Catalonia_Puerta_Del_Sol_Restaurant-Madrid.html,d8462252
id_8997,Paris,['Italian'],6246.0,$,9.0,"[['A piece of Italy in Paris 🇮🇹👌🏽', 'Very simple ,very good and fair'], ['07/04/2016', '04/06/2016']]",/Restaurant_Review-g187147-d10156288-Reviews-Casa_Gardelli-Paris_Ile_de_France.html,d10156288
id_8998,Zurich,,1490.0,,,"[[], []]",/Restaurant_Review-g188113-d10156990-Reviews-Restaurant_Manegg-Zurich.html,d10156990
id_8999,London,"['Bar', 'British', 'Pub']",6688.0,$$ - $$$,35.0,"[['Just A Dessert', 'Trip'], ['05/28/2017', '01/04/2018']]",/Restaurant_Review-g186338-d2011948-Reviews-The_Club_Lounge-London_England.html,d2011948
id_9000,Paris,"['French', 'Bar', 'European', 'Spanish']",7752.0,$$ - $$$,180.0,"[['First meal in Paris', 'Great view close to Tour Montparnasse!'], ['01/06/2018', '10/04/2017']]",/Restaurant_Review-g187147-d943283-Reviews-Le_Kamelo-Paris_Ile_de_France.html,d943283
id_9001,London,"['Lebanese', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']",3205.0,$$ - $$$,114.0,"[['Perfect meal. Need I say more...', 'Amazing sheesha place in central london'], ['12/21/2017', '12/16/2017']]",/Restaurant_Review-g186338-d4871894-Reviews-Sannin-London_England.html,d4871894
id_9002,Prague,"['European', 'Czech', 'Pub']",1604.0,$$ - $$$,16.0,"[['This is the real deal.', 'Off the beaten path'], ['07/12/2017', '06/26/2017']]",/Restaurant_Review-g274707-d7123579-Reviews-Prvni_Pivni_Tramway-Prague_Bohemia.html,d7123579
id_9003,Copenhagen,['Danish'],687.0,$$ - $$$,32.0,"[['A decent pub to enjoy your book', 'A beer bar with atmosphere and good spirit...'], ['12/30/2017', '02/16/2017']]",/Restaurant_Review-g189541-d2264881-Reviews-Toga_Vinstue-Copenhagen_Zealand.html,d2264881
id_9004,Edinburgh,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",446.0,$$ - $$$,152.0,"[['Great lunch', 'Great food'], ['01/12/2018', '01/11/2018']]",/Restaurant_Review-g186525-d4593426-Reviews-Croma-Edinburgh_Scotland.html,d4593426
id_9005,Madrid,"['Italian', 'Vegetarian Friendly']",1934.0,$$ - $$$,60.0,"[['Absolutely brilliant', 'Terrific meal and ambiance...'], ['08/04/2017', '07/19/2017']]",/Restaurant_Review-g187514-d12218022-Reviews-Restaurante_Fina_Catalina-Madrid.html,d12218022
id_9006,Paris,"['French', 'European']",1901.0,$$$$,212.0,"[['Good food but not really outstanding', ""Very good but don't bother""], ['11/09/2017', '04/21/2017']]",/Restaurant_Review-g187147-d695120-Reviews-Au_Trou_Gascon-Paris_Ile_de_France.html,d695120
id_9007,Paris,"['Asian', 'Thai', 'Vegetarian Friendly']",5094.0,$$ - $$$,155.0,"[['Good food', 'Enjoyable Thai Cuisine in Paris'], ['11/06/2017', '10/02/2017']]",/Restaurant_Review-g187147-d783277-Reviews-Siamin-Paris_Ile_de_France.html,d783277
id_9008,Paris,"['Mexican', 'Latin', 'Spanish']",10977.0,$$ - $$$,,"[[], []]",/Restaurant_Review-g187147-d12438455-Reviews-Casa_Dias-Paris_Ile_de_France.html,d12438455
id_9009,London,,16230.0,,5.0,"[['Poor', 'dont come here'], ['06/04/2017', '05/07/2017']]",/Restaurant_Review-g186338-d5244318-Reviews-Burger_King-London_England.html,d5244318
id_9010,Vienna,"['Austrian', 'Vegetarian Friendly', 'Gluten Free Options']",254.0,$$$$,396.0,"[['Delicious but....', 'Lunch - with a Dalmatian!.....'], ['11/03/2017', '10/19/2017']]",/Restaurant_Review-g190454-d694368-Reviews-DO_CO_Albertina-Vienna.html,d694368
id_9011,Milan,,1567.0,,38.0,"[[], []]",/Restaurant_Review-g187849-d8814225-Reviews-Sikania-Milan_Lombardy.html,d8814225
id_9012,Madrid,"['Indian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options']",1047.0,$,84.0,"[['Great atmosphere and delicious food', 'Great!'], ['11/02/2017', '09/18/2017']]",/Restaurant_Review-g187514-d4097293-Reviews-Gauranga_Transcendental_Food-Madrid.html,d4097293
id_9013,Barcelona,['Spanish'],5370.0,,10.0,"[['Great local eatery', 'Nice local restaurant'], ['10/19/2014', '01/04/2013']]",/Restaurant_Review-g187497-d3735959-Reviews-Marcelino-Barcelona_Catalonia.html,d3735959
id_9014,Milan,['Italian'],902.0,$$ - $$$,93.0,"[['Perfect!', 'Hidden Gem'], ['10/24/2017', '07/29/2017']]",/Restaurant_Review-g187849-d7891862-Reviews-Piscinin-Milan_Lombardy.html,d7891862
id_9015,Madrid,['Spanish'],5176.0,,10.0,"[['Yummy meal', 'Food was ok'], ['07/18/2016', '04/09/2015']]",/Restaurant_Review-g187514-d6180237-Reviews-Barajas_Doner_Kebab-Madrid.html,d6180237
id_9016,Munich,"['German', 'Wine Bar', 'French', 'International']",2655.0,$,2.0,"[[], []]",/Restaurant_Review-g187309-d9592224-Reviews-Vins_et_Co_Vin_de_Vie-Munich_Upper_Bavaria_Bavaria.html,d9592224
id_9017,Madrid,,3279.0,,32.0,"[['Devastatingly awful.'], ['03/17/2016']]",/Restaurant_Review-g187514-d9594888-Reviews-Don_Eusebio-Madrid.html,d9594888
id_9018,London,"['Bar', 'British', 'Pub', 'Gluten Free Options']",13168.0,$$ - $$$,163.0,"[['Nice view , utney', 'Menus online are missleading'], ['09/01/2017', '07/31/2017']]",/Restaurant_Review-g186338-d1806858-Reviews-Boathouse-London_England.html,d1806858
id_9019,London,"['Pizza', 'Italian', 'Mediterranean', 'Gluten Free Options', 'Vegetarian Friendly']",9920.0,$$ - $$$,112.0,"[['Better food choice than in the Design Cent...', 'Ease of access.'], ['01/09/2018', '12/11/2017']]",/Restaurant_Review-g186338-d1890886-Reviews-Ask_Italian_London_Islington-London_England.html,d1890886
id_9020,Lisbon,"['European', 'Portuguese']",2089.0,,2.0,"[['Very good historical and architectural spo...', 'Vicente is great!'], ['09/29/2017', '12/12/2016']]",/Restaurant_Review-g189158-d4591421-Reviews-Sao_Vicente-Lisbon_Lisbon_District_Central_Portugal.html,d4591421
id_9021,Milan,"['Italian', 'Seafood']",1779.0,$$ - $$$,192.0,"[[""Don't go if you want to save Your time !"", 'Wow! Great!'], ['10/31/2015', '06/18/2015']]",/Restaurant_Review-g187849-d6888186-Reviews-Pescheria_De_Angeli-Milan_Lombardy.html,d6888186
id_9022,Brussels,"['Brew Pub', 'Cafe', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",219.0,$$ - $$$,187.0,"[['Must visit!', 'Gluten Free Beer'], ['02/13/2018', '02/12/2018']]",/Restaurant_Review-g188644-d8355541-Reviews-The_Sister_Brussels_Cafe-Brussels.html,d8355541
id_9023,Athens,"['German', 'European', 'Central European']",513.0,$$ - $$$,42.0,"[['cozy and tasty', 'Tastefull'], ['12/29/2017', '12/02/2017']]",/Restaurant_Review-g189400-d3709167-Reviews-Beer_Garden_Ritterburg-Athens_Attica.html,d3709167
id_9024,Madrid,"['American', 'Cafe', 'International', 'European', 'Vegetarian Friendly']",6183.0,$$$$,34.0,"[['A coffee oasis...', 'Very hip, good food'], ['01/08/2018', '09/06/2017']]",/Restaurant_Review-g187514-d12383530-Reviews-Federal_Cafe_Conde_Barajas-Madrid.html,d12383530
id_9025,Berlin,,1864.0,,7.0,"[['Calm and nice place.'], ['12/07/2017']]",/Restaurant_Review-g187323-d12363389-Reviews-Cafe_Dreieck-Berlin.html,d12363389
id_9026,Dublin,"['Chinese', 'Asian']",983.0,$$ - $$$,66.0,"[['Excellent Chinese 5 minutes walk from Aviv...', 'A little hidden gem and must visit'], ['11/19/2017', '09/20/2017']]",/Restaurant_Review-g186605-d696325-Reviews-Orchid_Sichuan-Dublin_County_Dublin.html,d696325
id_9027,Amsterdam,,2332.0,,3.0,"[['Excellent food'], ['08/29/2017']]",/Restaurant_Review-g188590-d11949034-Reviews-Sukhothai_Streetfood_Express-Amsterdam_North_Holland_Province.html,d11949034
id_9028,Edinburgh,['Chinese'],1519.0,,9.0,"[['Chicken curry , BBQ ribs', 'Tremendous'], ['02/09/2017', '10/19/2017']]",/Restaurant_Review-g186525-d5104037-Reviews-108_Chinese_Take_Away-Edinburgh_Scotland.html,d5104037
id_9029,Munich,"['Cafe', 'European', 'Greek']",1311.0,$,5.0,"[[], []]",/Restaurant_Review-g187309-d12953983-Reviews-ChocoLab-Munich_Upper_Bavaria_Bavaria.html,d12953983
id_9030,Rome,"['American', 'Mediterranean', 'European', 'Italian', 'Cafe', 'Vegetarian Friendly']",3993.0,$$$$,40.0,"[['Something special', 'Excellent Food and Service'], ['08/09/2017', '07/27/2017']]",/Restaurant_Review-g187791-d6673382-Reviews-J_K_Cafe-Rome_Lazio.html,d6673382
id_9031,Barcelona,"['Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly']",1823.0,$$ - $$$,162.0,"[['Great find!', 'Nice & Good!'], ['10/28/2017', '07/06/2017']]",/Restaurant_Review-g187497-d997526-Reviews-Restaurante_Kuletos-Barcelona_Catalonia.html,d997526
id_9032,Helsinki,"['Bar', 'Pub']",815.0,,5.0,"[['lovely place for a beer', 'Nice bar'], ['10/06/2015', '05/06/2015']]",/Restaurant_Review-g189934-d1204075-Reviews-Sture_Jazz_Club-Helsinki_Uusimaa.html,d1204075
id_9033,London,"['Indian', 'Asian', 'Eastern European']",11667.0,$$ - $$$,39.0,"[['Good tasty food', 'SOME POSITIVES, SOME NEGATIVES......'], ['11/03/2017', '04/22/2017']]",/Restaurant_Review-g186338-d1044226-Reviews-Hemalaya-London_England.html,d1044226
id_9034,Lyon,,1878.0,,6.0,"[[], []]",/Restaurant_Review-g1080938-d5778135-Reviews-Queen_Pizza-Decines_Charpieu_Lyon_Rhone_Auvergne_Rhone_Alpes.html,d5778135
id_9035,Paris,"['Asian', 'Delicatessen']",7486.0,$,16.0,"[[""Best banh bao I've ever had""], ['02/07/2016']]",/Restaurant_Review-g187147-d6948118-Reviews-Patisserie_saison-Paris_Ile_de_France.html,d6948118
id_9036,Madrid,['Spanish'],5339.0,$$ - $$$,59.0,"[['Awesome place to eat octopus’s chef delica...', 'Such a lovely and tasteful environment'], ['09/24/2017', '08/31/2017']]",/Restaurant_Review-g187514-d3166372-Reviews-La_Pulperia_del_Peregrino-Madrid.html,d3166372
id_9037,Amsterdam,,2508.0,,5.0,"[['Beautiful view, nice food', 'Wish it was like a few years ago'], ['10/12/2017', '09/06/2017']]",/Restaurant_Review-g188590-d12539333-Reviews-Wilhelmina_Dok-Amsterdam_North_Holland_Province.html,d12539333
id_9038,Lisbon,"['Seafood', 'European', 'Portuguese', 'Soups']",649.0,$$ - $$$,3221.0,"[['Very beautiful restaurant in barrio alto', 'Different concept'], ['01/29/2018', '01/01/2018']]",/Restaurant_Review-g189158-d794412-Reviews-Cervejaria_Trindade-Lisbon_Lisbon_District_Central_Portugal.html,d794412
id_9039,Lisbon,"['Fast Food', 'Turkish', 'Mediterranean', 'Halal', 'Vegetarian Friendly']",2457.0,$,26.0,"[['Great cheap and quick meal - highly recomm...', 'Rude staff, disappointing food.'], ['11/11/2017', '11/04/2017']]",/Restaurant_Review-g189158-d6583414-Reviews-Kumar_Kebab_House-Lisbon_Lisbon_District_Central_Portugal.html,d6583414
id_9040,London,['Mexican'],14039.0,$,4.0,"[['Least authentic tacos I have ever had', 'Best Mexican in the UK'], ['04/11/2017', '07/23/2016']]",/Restaurant_Review-g186338-d8797837-Reviews-Maria_Sabina-London_England.html,d8797837
id_9041,Madrid,"['Chinese', 'Japanese', 'Sushi', 'Asian', 'Soups', 'Vegetarian Friendly', 'Vegan Options']",1481.0,$$ - $$$,229.0,"[['good value', 'Eat as much as you can ...'], ['09/29/2017', '08/10/2017']]",/Restaurant_Review-g187514-d8659921-Reviews-Sumo-Madrid.html,d8659921
id_9042,Athens,,912.0,,3.0,"[['Amazing food from amazing people'], ['11/19/2017']]",/Restaurant_Review-g189400-d12493029-Reviews-Mi_La_Re-Athens_Attica.html,d12493029
id_9043,Milan,,3451.0,,,"[[], []]",/Restaurant_Review-g187849-d10355476-Reviews-Executive_Lounge_Cafe-Milan_Lombardy.html,d10355476
id_9044,Prague,"['Italian', 'European', 'Central European', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",325.0,$$ - $$$,251.0,"[['Best we had in Prague', 'A little gem'], ['12/08/2017', '09/24/2017']]",/Restaurant_Review-g274707-d694850-Reviews-OIiva_by_Amandine_Restaurant-Prague_Bohemia.html,d694850
id_9045,London,,10177.0,,5.0,"[['Nice East London pub!', 'Great beers and nice atmosphere'], ['09/18/2017', '06/06/2016']]",/Restaurant_Review-g186338-d8637963-Reviews-Black_Lion-London_England.html,d8637963
id_9046,London,"['Cafe', 'Fast Food', 'European', 'British', 'Diner']",8762.0,$,10.0,"[['Very welcome addition', 'Excellent for a fry up'], ['08/29/2017', '07/25/2017']]",/Restaurant_Review-g186338-d10815566-Reviews-Sparrow_Cafe-London_England.html,d10815566
id_9047,London,"['Pizza', 'Italian']",14629.0,$,32.0,"[['Fresh and fast service.', 'Avoid avoid avoid!!!!'], ['08/14/2017', '08/04/2017']]",/Restaurant_Review-g186338-d8523471-Reviews-Firezza_Stratford-London_England.html,d8523471
id_9048,Prague,"['European', 'Spanish', 'Mediterranean', 'Vegetarian Friendly']",333.0,$$ - $$$,284.0,"[['Que Rico!', ""A great place on St. Martin's Day or any o...""], ['12/19/2017', '11/11/2017']]",/Restaurant_Review-g274707-d1370787-Reviews-El_Centro-Prague_Bohemia.html,d1370787
id_9049,Edinburgh,"['Cafe', 'British', 'Delicatessen', 'Soups', 'Scottish']",1032.0,$,5.0,"[['Breakfast Heaven', 'Fantastic food!'], ['12/15/2017', '04/25/2017']]",/Restaurant_Review-g186525-d12169715-Reviews-Dine_Thyme-Edinburgh_Scotland.html,d12169715
id_9050,Paris,"['French', 'European', 'Wine Bar']",1498.0,$$ - $$$,494.0,"[['Perfect Last Night in Paris', 'Excellent food and service with a smile ev...'], ['11/12/2017', '11/06/2017']]",/Restaurant_Review-g187147-d798971-Reviews-Au_Pere_Louis-Paris_Ile_de_France.html,d798971
id_9051,Paris,,5325.0,,19.0,"[['UberEATS order expensive and not satisfyin...', 'Below average Thai Food - Takeaway'], ['08/18/2017', '10/02/2016']]",/Restaurant_Review-g187147-d9730204-Reviews-Boulhanne-Paris_Ile_de_France.html,d9730204
id_9052,Paris,['Contemporary'],10175.0,$,106.0,"[['Nice deco, good service, but...', 'Horrible service, worse drinks'], ['02/19/2017', '01/06/2018']]",/Restaurant_Review-g187147-d1991205-Reviews-Le_Beho-Paris_Ile_de_France.html,d1991205
id_9053,Amsterdam,"['Italian', 'European', 'Delicatessen', 'Vegetarian Friendly', 'Vegan Options']",828.0,$,106.0,"[['Tasty Italian bistro', 'Cute Little Italian Deli'], ['08/27/2017', '08/08/2017']]",/Restaurant_Review-g188590-d3589315-Reviews-Renzo_s-Amsterdam_North_Holland_Province.html,d3589315
id_9054,Warsaw,,1775.0,,5.0,"[[], []]",/Restaurant_Review-g274856-d12884577-Reviews-Green_Cafe_Nero-Warsaw_Mazovia_Province_Central_Poland.html,d12884577
id_9055,Dublin,"['Italian', 'European', 'Mediterranean', 'Vegetarian Friendly']",494.0,$$ - $$$,33.0,"[['A great evening', 'Beautiful decor - good food and atmosphere'], ['01/08/2018', '12/18/2017']]",/Restaurant_Review-g186605-d12539245-Reviews-La_Cucina-Dublin_County_Dublin.html,d12539245
id_9056,Budapest,['Cafe'],1439.0,,9.0,"[['Delicious cakes'], ['10/04/2015']]",/Restaurant_Review-g274887-d8670076-Reviews-BocaDolce-Budapest_Central_Hungary.html,d8670076
id_9057,Brussels,,2379.0,,4.0,"[[], []]",/Restaurant_Review-g950777-d6548661-Reviews-Asturiano-Anderlecht_Brussels.html,d6548661
id_9058,Stockholm,,2209.0,,,"[[], []]",/Restaurant_Review-g189852-d5952821-Reviews-Lilla_greta-Stockholm.html,d5952821
id_9059,Athens,['Greek'],1556.0,$$ - $$$,5.0,"[['Best value for money', 'Fast service and good food'], ['09/14/2015', '09/15/2014']]",/Restaurant_Review-g189400-d3187245-Reviews-Dream_Grill-Athens_Attica.html,d3187245
id_9060,London,"['Bar', 'Pub', 'British', 'Gastropub']",6161.0,$$ - $$$,46.0,"[['Family Dinner', 'Lovely back street pub'], ['10/28/2017', '08/05/2017']]",/Restaurant_Review-g186338-d4097949-Reviews-The_Wheatsheaf-London_England.html,d4097949
id_9061,London,"['Chinese', 'Fast Food', 'Asian', 'Halal']",14146.0,$,59.0,"[['Local Noodle Bar', 'Nice food'], ['01/29/2017', '11/04/2017']]",/Restaurant_Review-g186338-d2454523-Reviews-Chopstix_Noodle_Bar-London_England.html,d2454523
id_9062,Paris,,7694.0,,17.0,"[['Good for Lunch', 'Great location, decent good, pricey'], ['07/25/2017', '05/30/2015']]",/Restaurant_Review-g187147-d1371353-Reviews-Le_Central_Cafe-Paris_Ile_de_France.html,d1371353
id_9063,Budapest,"['European', 'Seafood', 'Grill', 'Hungarian']",1127.0,$$ - $$$,22.0,"[['Too high price for bad quality', 'Traditional Hungarian and International Fi...'], ['08/13/2017', '03/15/2015']]",/Restaurant_Review-g274887-d7804840-Reviews-HekkCity_Grillhaz_Es_Fagyizo-Budapest_Central_Hungary.html,d7804840
id_9064,Madrid,,8589.0,,5.0,"[[], []]",/Restaurant_Review-g187514-d8685566-Reviews-Restaurante_Jau_Jau-Madrid.html,d8685566
id_9065,Rome,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",1201.0,$,319.0,"[['Fastfood done right', 'Nice concept. Great food.'], ['11/21/2017', '11/07/2017']]",/Restaurant_Review-g187791-d5577638-Reviews-Ciao_Checca-Rome_Lazio.html,d5577638
id_9066,Barcelona,,4310.0,,,"[[], []]",/Restaurant_Review-g187497-d7108760-Reviews-Fabula-Barcelona_Catalonia.html,d7108760
id_9067,Madrid,,4222.0,,,"[[], []]",/Restaurant_Review-g187514-d13223772-Reviews-Dona_Adelita-Madrid.html,d13223772
id_9068,Barcelona,"['Russian', 'Eastern European', 'Vegetarian Friendly', 'Gluten Free Options']",1246.0,$$ - $$$,62.0,"[['Excellent Russian food in a small , elegan...', 'Awesome Beef Stroganoff'], ['12/15/2017', '10/19/2017']]",/Restaurant_Review-g187497-d10756669-Reviews-Ekaterina_Restaurant-Barcelona_Catalonia.html,d10756669
id_9069,London,"['Cafe', 'American', 'British', 'Israeli', 'Vegetarian Friendly', 'Vegan Options']",2770.0,$,56.0,"[['Good bagels', 'Excellent!!!'], ['11/28/2017', '11/19/2017']]",/Restaurant_Review-g186338-d9855458-Reviews-B_Bagel_Bakery_Bar-London_England.html,d9855458
id_9070,Rome,"['French', 'Delicatessen', 'Wine Bar']",3503.0,$,28.0,"[['The most beautiful selection of french pro...'], ['11/15/2015']]",/Restaurant_Review-g187791-d6648495-Reviews-Va_Sano-Rome_Lazio.html,d6648495
id_9071,Dublin,"['Mexican', 'Bar', 'Contemporary', 'Vegetarian Friendly']",414.0,$$ - $$$,206.0,"[['Underground Beaut', 'Tasty tacos and great groove'], ['12/04/2017', '11/22/2017']]",/Restaurant_Review-g186605-d7698416-Reviews-Xico-Dublin_County_Dublin.html,d7698416
id_9072,Barcelona,"['Moroccan', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal']",2401.0,$$ - $$$,24.0,"[['Cheap beer, great scene', 'Great Place to Hang Out.'], ['05/25/2017', '04/19/2017']]",/Restaurant_Review-g187497-d8000929-Reviews-Bar_Pietro-Barcelona_Catalonia.html,d8000929
id_9073,Prague,"['European', 'Czech', 'Eastern European', 'Central European']",1242.0,$$ - $$$,264.0,"[['No regrets', 'Beautiful Terrace overlooing St Christophe...'], ['11/19/2017', '11/16/2017']]",/Restaurant_Review-g274707-d2278332-Reviews-Restaurant_Cervena_Sedma-Prague_Bohemia.html,d2278332
id_9074,Rome,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly']",5050.0,$,941.0,"[[""It's ok"", 'Disappointing'], ['11/04/2017', '08/13/2017']]",/Restaurant_Review-g187791-d1580653-Reviews-Baffetto_2-Rome_Lazio.html,d1580653
id_9075,Berlin,"['German', 'European', 'Central European']",2573.0,$$ - $$$,52.0,"[['Weiner Schnitzel - Wunderbar', 'urbane'], ['09/25/2017', '07/31/2017']]",/Restaurant_Review-g187323-d3209114-Reviews-Gasthaus_Landauer-Berlin.html,d3209114
id_9076,Milan,,4579.0,,2.0,"[[], []]",/Restaurant_Review-g187849-d1097532-Reviews-Bar_Tempio-Milan_Lombardy.html,d1097532
id_9077,Vienna,"['Steakhouse', 'International', 'Grill']",3287.0,$$ - $$$,33.0,"[['Meatbar without eating meat', 'Small cozy restaurant in the center of Vie...'], ['11/23/2016', '09/26/2016']]",/Restaurant_Review-g190454-d9742015-Reviews-MeatBar-Vienna.html,d9742015
id_9078,Paris,"['French', 'European']",1708.0,$$ - $$$,277.0,"[['Vrai Parisienne', 'Tried and true'], ['09/05/2017', '07/22/2017']]",/Restaurant_Review-g187147-d945679-Reviews-Lescure-Paris_Ile_de_France.html,d945679
id_9079,London,['Italian'],8123.0,,2.0,"[['Christmas work do.', 'First time and absolutely amazing!!!'], ['12/09/2017', '11/23/2017']]",/Restaurant_Review-g186338-d13162408-Reviews-Old_Street_Records-London_England.html,d13162408
id_9080,Athens,,624.0,,31.0,"[['Perfect profiteroles', 'Pleasant surprise!'], ['06/05/2017', '11/29/2016']]",/Restaurant_Review-g189400-d9681825-Reviews-Sorolop-Athens_Attica.html,d9681825
id_9081,Warsaw,"['Eastern European', 'Vegetarian Friendly']",189.0,$$ - $$$,162.0,"[['Georgian tasty food', 'Nice flavours'], ['06/15/2017', '05/29/2017']]",/Restaurant_Review-g274856-d2402490-Reviews-Mala_Gruzja-Warsaw_Mazovia_Province_Central_Poland.html,d2402490
id_9082,Munich,"['Bar', 'Grill', 'Caribbean', 'International', 'Vegetarian Friendly']",208.0,$$ - $$$,250.0,"[['Great atmosphere and food', 'Business dinner with approx 300 people'], ['11/06/2017', '10/18/2017']]",/Restaurant_Review-g187309-d3249941-Reviews-Beach_38-Munich_Upper_Bavaria_Bavaria.html,d3249941
id_9083,London,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",3960.0,$$ - $$$,32.0,"[['An Italian gem!', 'Best kept secret!'], ['11/12/2017', '10/24/2017']]",/Restaurant_Review-g186338-d1044248-Reviews-Il_Cavaliere-London_England.html,d1044248
id_9084,Stockholm,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",124.0,$$ - $$$,244.0,"[['Very friendly people and tasty food. Highl...', 'Everything I want is at Il Buttero!'], ['12/05/2017', '07/09/2017']]",/Restaurant_Review-g189852-d3966986-Reviews-Il_Buttero-Stockholm.html,d3966986
id_9085,Warsaw,"['Italian', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",127.0,$$ - $$$,133.0,"[['Flavorful and exceptional', 'Excellent place for a lunch'], ['12/30/2017', '09/22/2017']]",/Restaurant_Review-g274856-d2056931-Reviews-Restro-Warsaw_Mazovia_Province_Central_Poland.html,d2056931
id_9086,Stockholm,"['Seafood', 'European', 'Swedish', 'Scandinavian', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']",255.0,$$$$,246.0,"[['Dining on a not-deserted Island', 'Premium dining on a beautiful island'], ['11/25/2017', '08/25/2017']]",/Restaurant_Review-g189852-d1496844-Reviews-Fjaderholmarnas_Krog-Stockholm.html,d1496844
id_9087,London,"['Asian', 'Thai', 'Vegetarian Friendly']",10410.0,$$ - $$$,109.0,"[['Decent food', 'OK but is it Thai?'], ['11/09/2017', '10/07/2017']]",/Restaurant_Review-g186338-d1391262-Reviews-Cats_Cafe_des_artistes-London_England.html,d1391262
